title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Δένδιας: Η κλιματική αλλαγή είναι μεγάλη πρόκληση,Περλέγκα Χριστίνα,2021-11-13 14:20:35,timezone unknown,https://www.reporter.gr/Eidhseis/Politikh/501521-Dendias-H-klimatikh-allagh-einai-megalh-proklhsh,reporter.gr,"Η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα, αναφέρει ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο twitter, το οποίο συνοδεύει με φωτογραφίες από το CBS News,…","Η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα, αναφέρει ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο twitter, το οποίο συνοδεύει με φωτογραφίες από το CBS News, που δείχνουν εικόνες από τις επιπτώσεις της κλιματικής αλλαγής. ""Εικόνες που δείχνουν ότι η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα"", αναφέρει. ""Η ώρα των αποφάσεων είναι τώρα, με ενίσχυση της διεθνούς συνεργασίας και ένα νέο μοντέλο ανάπτυξης"". {https://twitter.com/Nik",reporter.gr,167162,news,GR,el,['Περλέγκα Χριστίνα'],https://www.reporter.gr/media/k2/items/cache/5c1c5f4ea76aeb0899131aecb93f8262_L.jpg?t=20211113_112442,False,@reportergr,29.824514,29251ba528224dada1f0e98efbf1af49
Ο σημαντικότερος αντίκτυπος,Δήμητρα-Μαρίλια Φούρλα,2021-11-10 15:32:22,full,https://www.dimokratiki.gr/10-11-2021/o-simantikoteros-antiktypos/,dimokratiki.gr,Ο σημαντικότερος αντίκτυπος,"Στις επιπτώσεις που θα έχει η κλιματική αλλαγή στους ασθενείς και στις επείγουσες ανθρωπιστικές ιατρικές δράσεις εστίαζαν οι Γιατροί Χωρίς Σύνορα, την ώρα που εξελισσόταν  η 26η διάσκεψη των Ηνωμένων Εθνών για την κλιματική αλλαγή (COP26) στην Γλασκώβη. Ο σημαντικότερος αντίκτυπος της κλιματικής αλλαγής εκδηλώνεται με τη μορφή του υποσιτισμού στα παιδιά. Εάν η κλιματική αλλαγή συνεχιστεί όπως προβλέπεται, οι Γιατροί Χωρίς Σύνορα προειδοποιούν ότι η μειωμένη παραγωγή τροφίμων και η μειωμένη διατροφική ποιότητα ορισμένων καλλιεργειών δημητριακών μπορεί να προμηνύουν την αύξηση πιθανού υποσιτισμού, με τα βρέφη να πλήττονται συχνά περισσότερο.",dimokratiki.gr,136899,news,GR,el,['Δήμητρα-Μαρίλια Φούρλα'],https://www.dimokratiki.gr/wp-content/uploads/2021/11/83-8.jpg,False,@dimokratikinews,29.66168,6a914c6fab4988352cd2369ca266ec18
Η κλιματική αλλαγή μεγάλη πρόκληση για την παγκόσμια κοινότητα,antonis koumiotis,2021-11-13 15:58:12,full,https://www.e-volos.gr/%ce%b7-%ce%ba%ce%bb%ce%b9%ce%bc%ce%b1%cf%84%ce%b9%ce%ba%ce%ae-%ce%b1%ce%bb%ce%bb%ce%b1%ce%b3%ce%ae-%ce%bc%ce%b5%ce%b3%ce%ac%ce%bb%ce%b7-%cf%80%cf%81%cf%8c%ce%ba%ce%bb%ce%b7%cf%83%ce%b7-%ce%b3%ce%b9,e-volos.gr,"Πρώτη καταχώρηση: Σάββατο, 13 Νοεμβρίου 2021, 17:10 Η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα, αναφέρει ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο Twitter, το οποίο συνοδεύει με φωτογραφίες από το CBS News, που δείχνουν εικόνες από τις επιπτώσεις της κλιματικής αλλαγής. «Εικόνες που δείχνουν ότι η κλιματική αλλαγή […]","Η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα, αναφέρει ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο Twitter, το οποίο συνοδεύει με φωτογραφίες από το CBS News, που δείχνουν εικόνες από τις επιπτώσεις της κλιματικής αλλαγής.

«Εικόνες που δείχνουν ότι η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα», αναφέρει. «Η ώρα των αποφάσεων είναι τώρα, με ενίσχυση της διεθνούς συνεργασίας και ένα νέο μοντέλο ανάπτυξης».",e-volos.gr,865111,news,GR,el,['antonis koumiotis'],https://i1.wp.com/www.e-volos.gr/wp-content/uploads/2021/11/3140696.jpg?fit=770%2C433&ssl=1,False,@e_volosgr,29.500448,754fbb68a15ebb4d9c3c74131bd946c2
Δένδιας: Μεγάλη πρόκληση για την παγκόσμια κοινότητα η κλιματική αλλαγή,,2021-11-13 15:30:00,timezone unknown,https://www.bankingnews.gr/index.php?id=597493,bankingnews.gr,Δένδιας: Μεγάλη πρόκληση για την παγκόσμια κοινότητα η κλιματική αλλαγή,"""H ώρα των αποφάσεων είναι τώρα"", σημειώνει ο Ν. Δένδιας Η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα, υπογραμμίζει ο υπουργός Εξωτερικών, Ν. Δένδιας, σε ανάρτησή του στο twitter, το οποίο συνοδεύει με φωτογραφίες από το CBS News, που δείχνουν εικόνες από τις επιπτώσεις της κλιματικής αλλαγής.«Εικόνες που δείχνουν ότι η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα», σημειώνει και προσθέτει πως «η ώρα των αποφάσεων είναι τώρα, με ενίσχυση της διεθνούς συνεργασίας και ένα νέο μοντέλο ανάπτυξης».",bankingnews.gr,298862,politics,GR,el,[],https://www.bankingnews.gr/media/k2/items/cache/4aa9b10a2687081a36a4d1cc3ebb5e32_XL.jpg,False,@bankingnewsgr,29.378521,3f053214303ef829585dca9edcc65501
Δένδιας για κλιματική κρίση: Η ώρα των αποφάσεων είναι τώρα,,2021-11-13 11:59:02,full,https://www.thestival.gr/eidiseis/politiki/dendias-gia-klimatiki-krisi-i-ora-ton-a,thestival.gr,"«Η ώρα των αποφάσεων είναι τώρα» προειδοποιεί για την κλιματική κρίση ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο twitter, παραθέτοντας [...]","«Η ώρα των αποφάσεων είναι τώρα» προειδοποιεί για την κλιματική κρίση ο υπουργός Εξωτερικών Νίκος Δένδιας σε ανάρτησή του στο twitter, παραθέτοντας φωτογραφίες από το CBS News.



«Εικόνες που δείχνουν ότι η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα» τονίζει. «Η ώρα των αποφάσεων είναι τώρα, με ενίσχυση της διεθνούς συνεργασίας και ένα νέο μοντέλο ανάπτυξης» αναφέρει χαρακτηριστικά.

Εικόνες που δείχνουν ότι η κλιματική αλλαγή είναι μία μεγάλη πρόκληση για την παγκόσμια κοινότητα.",thestival.gr,113931,news,GR,el,[],https://www.thestival.gr/wp-content/uploads/2021/11/dendias.jpg,False,@thestival,28.914602,99dc30d7de792c4a4edd1e6606660dea
COP26: Το ακανθώδες ζήτημα των «απωλειών και των ζημιών» των φτωχών χωρών στη διάσκεψη του ΟΗΕ,NewsRoom,2021-11-08 10:30:00,timezone unknown,https://www.businessnews.gr/kosmos/item/222334-cop26-to-akanthodes-zitima-ton-apoleion-kai-ton-zimion-ton-ftoxon-xoron-sti-diaskepsi-tou-oie,businessnews.gr,Το 2009 οι πλούσιες χώρες είχαν υποσχεθεί στις πιο φτωχές και πιο εκτεθειμένες να τις βοηθήσουν να αντιμετωπίσουν την κλιματική αλλαγή προσφέροντάς τους 100 δισεκ. τον χρόνο από το 2020. Η υπόσχεση…,"Το 2009 οι πλούσιες χώρες είχαν υποσχεθεί στις πιο φτωχές και πιο εκτεθειμένες να τις βοηθήσουν να αντιμετωπίσουν την κλιματική αλλαγή προσφέροντάς τους 100 δισεκ. τον χρόνο από το 2020. Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι αναπτυσσόμενες χώρες επιθυμούν να προωθήσουν στη διάσκεψη του ΟΗΕ για το κλίμα που διεξάγεται στη Γλασκώβη και ένα άλλο ζήτημα: αυτό των αποζημιώσεων για τις ζημιές που έχουν υποστεί.",businessnews.gr,129853,news,GR,el,['NewsRoom'],https://www.businessnews.gr/media/k2/items/cache/fdb9ef3ca40616b994aecb289d7c950d_L.jpg,False,@businessnewsgr,28.807655,688d1f0ae0a18a12798b8d8faf15bb02
Αμετανόητες οι πλούσιες χώρες,,2021-11-08 12:00:00,timezone unknown,https://www.makthes.gr/ametanoites-oi-ploysies-chores-parateinoyn-synechos-tis-apozimioseis-pros-tis-ftoches-gia-tis-epiptoseis-tis-klimatikis-allagis-467703,makthes.gr,"Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι…","Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι αναπτυσσόμενες χώρες επιθυμούν να προωθήσουν στη διάσκεψη του ΟΗΕ για το κλίμα που διεξάγεται στη Γλασκώβη και ένα άλλο ζήτημα: αυτό των αποζημιώσεων για τις ζημιές που έχουν υποστεί.
Το 2009 οι πλούσιες χώρες είχαν υποσχεθεί στις πιο φτωχές και πιο εκτεθειμένες να τις βοηθήσουν να αντιμετωπίσουν την κλιματική αλλαγή προσφέροντάς τους 100 δισεκ.",makthes.gr,155020,news,GR,el,[],https://www.makthes.gr/portal-img/default/109/cop26.jpg,False,,28.660711,8d277b2305a78a232f3040ee825081a6
"Καναδάς: Η ασθενής μου πάσχει από την κλιματική αλλαγή, λέει γιατρός",,2021-11-10 00:19:00,full,https://www.newsbeast.gr/world/arthro/7990663/kanadas-i-asthenis-mou-paschei-apo-tin-klimatiki-allagi-leei-giatros,newsbeast.gr,"Μια γυναίκα στον Καναδά διαγνώστηκε πως υποφέρει από την κλιματική αλλαγή. Ο γιατρός της ανέφερε πως η αυξανόμενη θερμοκρασία, οι καύσωνες στη χώρα και η κακή ποιότητα αέρα ευθύνονται για τη…","Μια γυναίκα στον Καναδά διαγνώστηκε πως υποφέρει από την κλιματική αλλαγή. Ο γιατρός της ανέφερε πως η αυξανόμενη θερμοκρασία, οι καύσωνες στη χώρα και η κακή ποιότητα αέρα ευθύνονται για τη χειροτέρευση των αναπνευστικών προβλημάτων που αντιμετωπίζει.
Η διάγνωση έγινε από το γιατρό Κάιλ Μέριτ, ο οποίος εργάζεται στα Επείγοντα Περιστατικά Νοσοκομείου στην επαρχία της Βρετανικής Κολούμπια, που βρίσκεται στα δυτικά της χώρας, στον Ειρηνικό Ωκεανό. Σύμφωνα με τους «The Times» η διάγνωσή του θεωρείται πως είναι η πρώτη τους είδους της στον κόσμο.",newsbeast.gr,35555,world,GR,el,[],https://www.newsbeast.gr/image/s1200x630/file/files/1/2021/11/Canada.jpg,False,@newsbeast,28.481638,d29d5e60f7a34e67cd3eb10b951af41a
Το ακανθώδες ζήτημα των «απωλειών και των ζημιών» των φτωχών χωρών στη διάσκεψη του ΟΗΕ,,2021-11-08 09:21:00,full,https://www.zougla.gr/kosmos/article/to-akan8odes-zitima-ton-apolion-ke-ton-zimion-ton-ftoxon-xoron-sti-diaskepsi-tou-oie,zougla.gr,Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει.....,"Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι αναπτυσσόμενες χώρες επιθυμούν να προωθήσουν στη διάσκεψη του ΟΗΕ για το κλίμα που διεξάγεται στη Γλασκώβη και ένα άλλο ζήτημα: αυτό των αποζημιώσεων για τις ζημιές που έχουν υποστεί.

Το 2009 οι πλούσιες χώρες είχαν υποσχεθεί στις πιο φτωχές και πιο εκτεθειμένες να τις βοηθήσουν να αντιμετωπίσουν την κλιματική αλλαγή προσφέροντάς τους 100 δισεκ.",zougla.gr,37615,news,GR,el,[],https://www.zougla.gr/assets/images/3138135.jpg,False,zougla_online,28.377243,6cc1d88cf75533667ed0e3058f7a6188
COP26: Το ακανθώδες ζήτημα των «απωλειών και των ζημιών» των φτωχών χωρών στη διάσκεψη του ΟΗΕ,Πηγή,2021-11-08 10:31:00,full,https://www.real.gr/planet/arthro/cop26_to_akanthodes_zitima_ton_apoleion_kai_ton_zimion_ton_ftoxon_xoron_sti_diaskepsi_tou_oie-783702/,real.gr,"Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι…","Η υπόσχεση που δεν τήρησαν οι πλούσιες χώρες να προσφέρουν βοήθεια ύψους δισεκατομμυρίων δολαρίων στις πιο φτωχές προκειμένου να αντιμετωπίσουν την κλιματική αλλαγή δηλητηριάζει την COP26, όμως οι αναπτυσσόμενες χώρες επιθυμούν να προωθήσουν στη διάσκεψη του ΟΗΕ για το κλίμα που διεξάγεται στη Γλασκώβη και ένα άλλο ζήτημα: αυτό των αποζημιώσεων για τις ζημιές που έχουν υποστεί.
 Πηγή: ΑΠΕ-ΜΠΕΤο 2009 οι πλούσιες χώρες είχαν υποσχεθεί στις πιο φτωχές και πιο εκτεθειμένες να τις βοηθήσουν να αντιμετωπίσουν την κλιματική αλλαγή προσφέροντάς τους 100 δισεκ.",real.gr,74100,news,GR,el,['Πηγή'],https://media.real.gr/filesystem/images/20211108/engine/kli_252863_284758_type12140.jpg,False,Real.gr,28.273064,2bcc2b6974e43fa99edafb196357572f
